Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category,Nearest_Station,Station_Province,Distance_km,Max_24hr_Rainfall_mm,Total_Storm_Rainfall_mm,Min_Pressure_hPa,Max_Sustained_Wind_kph,Duration_in_PAR_Hours
PAENG,2022,2,CAGAYAN,ABULUG,142,455,7,0,0,0,0,3,3,0,0,,,APARRI,CAGAYAN,22.68592548,,,,,124.7
PAENG,2022,2,CAGAYAN,ALCALA,3199,9974,19,0,0,0,0,0,0,1062,641000,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,33.47966585,,,,,124.7
PAENG,2022,2,CAGAYAN,ALLACAPAN,50,175,1,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,17.43143579,,,,,124.7
PAENG,2022,2,CAGAYAN,AMULUNG,5164,15637,35,1,0,0,1,0,1,4265,1671344,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,23.45790751,,,,,124.7
PAENG,2022,2,CAGAYAN,APARRI,3347,3347,15,0,0,0,0,0,0,1000,678000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.131954557,,,,,124.7
PAENG,2022,2,CAGAYAN,BAGGAO,580,1704,12,0,0,0,0,0,0,211,107722,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703,,,,,124.7
PAENG,2022,2,CAGAYAN,BALLESTEROS,87,319,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,14.14369328,,,,,124.7
PAENG,2022,2,CAGAYAN,BUGUEY,131,446,3,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,21.32453539,,,,,124.7
PAENG,2022,2,CAGAYAN,CAMALANIUGAN,631,2479,15,0,0,0,0,0,0,1000,678000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,10.53998482,,,,,124.7
PAENG,2022,2,CAGAYAN,ENRILE,8261,8261,15,0,0,0,0,0,0,3897,2224050.6,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'TARPAULIN']","['FAMILY FOOD PACK', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,6.91746225,,,,,124.7
PAENG,2022,2,CAGAYAN,GATTARAN,377,1281,11,0,0,0,0,0,0,388,2165040,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,40.29307183,,,,,124.7
PAENG,2022,2,CAGAYAN,GONZAGA,1680,6224,20,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,52.36313462,,,,,124.7
PAENG,2022,2,CAGAYAN,IGUIG,258,851,10,0,0,0,0,0,0,3957,719820,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,15.80683663,,,,,124.7
PAENG,2022,2,CAGAYAN,LAL LO,1681,5679,15,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,31.89656343,,,,,124.7
PAENG,2022,2,CAGAYAN,LASAM,156,562,7,0,0,0,0,0,0,155,79360,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,35.12842454,,,,,124.7
PAENG,2022,2,CAGAYAN,PAMPLONA,88,285,3,0,0,0,0,1,1,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,124.7
PAENG,2022,2,CAGAYAN,PIAT,2,5,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.0942548,,,,,124.7
PAENG,2022,2,CAGAYAN,RIZAL,16,16,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,43.19189571,,,,,124.7
PAENG,2022,2,CAGAYAN,SANTA ANA,76,277,5,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,65.83345146,,,,,124.7
PAENG,2022,2,CAGAYAN,SANTA PRAXEDES,36,100,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,70.47562874,,,,,124.7
PAENG,2022,2,CAGAYAN,SANTA TERESITA,643,2219,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,31.27081829,,,,,124.7
PAENG,2022,2,CAGAYAN,SANTO NINO,2428,7984,10,0,0,0,0,2,2,3314,1060399,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",TUGUEGARAO,CAGAYAN,41.52522939,,,,,124.7
PAENG,2022,2,CAGAYAN,SOLANA,2894,2894,12,0,0,0,0,0,0,3540,697416.6,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'TARPAULIN']","['FAMILY FOOD PACK', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,10.80183139,,,,,124.7
PAENG,2022,2,CAGAYAN,TUAO,43,156,1,0,0,0,43,0,43,313,468240,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,25.02237836,,,,,124.7
PAENG,2022,2,CAGAYAN,TUGUEGARAO CITY,11592,39537,41,0,0,0,0,1,1,5011,4285500,['FAMILY FOOD PACK'],"['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,3.617549461,,,,,124.7
PEPITO,2020,2,CAGAYAN,RIZAL,115,410,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,43.19189571,,,,,80
PEPITO,2020,2,CAGAYAN,TUGUEGARAO CITY,58,255,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,3.617549461,,,,,80
QUINTA,2020,2,CAGAYAN,ABULUG,8,40,1,0,0,0,0,0,0,8,3763.6,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,22.68592548,,,,,71
QUINTA,2020,2,CAGAYAN,ALLACAPAN,29,120,1,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,17.43143579,,,,,71
QUINTA,2020,2,CAGAYAN,BAGGAO,5,12,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,35.84262703,,,,,71
QUINTA,2020,2,CAGAYAN,CLAVERIA,6168,23816,42,0,0,0,4,3,7,1500,705225,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,61.74324569,,,,,71
QUINTA,2020,2,CAGAYAN,PAMPLONA,154,501,10,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,71
QUINTA,2020,2,CAGAYAN,RIZAL,85,330,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,43.19189571,,,,,71
QUINTA,2020,2,CAGAYAN,SANCHEZ MIRA,845,3200,14,1,0,0,0,0,0,667,313790.15,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,49.64414111,,,,,71
QUINTA,2020,2,CAGAYAN,SANTA PRAXEDES,227,749,10,0,0,0,0,0,0,300,141135,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,70.47562874,,,,,71
QUINTA,2020,2,CAGAYAN,TUGUEGARAO CITY,38,142,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,3.617549461,,,,,71
BETTY,2023,2,ISABELA,DIVILACAN,57,274,11,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,133
BETTY,2023,2,ISABELA,MACONACON,250,1250,9,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,51.43999769,,,,,133
BETTY,2023,2,ISABELA,PALANAN,6,20,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,93.85760288,,,,,133
FLORITA,2022,2,ISABELA,BENITO SOLIVEN,26,95,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,70.81978189,,,,,74
FLORITA,2022,2,ISABELA,CABAGAN,5,20,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,29.63713485,,,,,74
FLORITA,2022,2,ISABELA,CAUAYAN CITY,28,135,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,76.77999009,,,,,74
FLORITA,2022,2,ISABELA,DELFIN ALBANO,8,30,2,0,0,0,4,0,4,16,8192,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,38.67122442,,,,,74
FLORITA,2022,2,ISABELA,DIVILACAN,1354,5442,12,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,74
FLORITA,2022,2,ISABELA,ECHAGUE,5,16,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,49.7194589,,,,,74
FLORITA,2022,2,ISABELA,ILAGAN CITY,16,62,4,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,58.76266111,,,,,74
FLORITA,2022,2,ISABELA,MACONACON,273,963,10,0,0,0,0,0,0,290,287897.5,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",TUGUEGARAO,CAGAYAN,51.43999769,,,,,74
FLORITA,2022,2,ISABELA,PALANAN,14,49,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,93.85760288,,,,,74
FLORITA,2022,2,ISABELA,SAN GUILLERMO,5,20,2,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,47.89397868,,,,,74
FLORITA,2022,2,ISABELA,SAN ISIDRO,2,6,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,73.5688751,,,,,74
FLORITA,2022,2,ISABELA,SAN MANUEL,15,54,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,65.56667117,,,,,74
FLORITA,2022,2,ISABELA,SAN MARIANO,15,42,4,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,66.0965385,,,,,74
FLORITA,2022,2,ISABELA,SAN PABLO CITY,334,1356,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,33.59003943,,,,,74
FLORITA,2022,2,ISABELA,SANTA MARIA,0,0,0,0,0,0,0,0,0,1,10000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],TUGUEGARAO,CAGAYAN,15.48389659,,,,,74
FLORITA,2022,2,ISABELA,SANTO TOMAS,43,160,4,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.56526529,,,,,74
FLORITA,2022,2,ISABELA,TUMAUINI,10,41,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,42.1145487,,,,,74
KARDING,2022,2,ISABELA,DINAPIGUE,39,142,3,0,0,0,0,0,0,39,19968,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,45.628028,,,,,114
KARDING,2022,2,ISABELA,DIVILACAN,44,128,3,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,114
KARDING,2022,2,ISABELA,PALANAN,16,77,2,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,93.85760288,,,,,114
KARDING,2022,2,ISABELA,RAMON,8,27,1,0,0,0,0,0,0,8,4096,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,85.95118407,,,,,114
KARDING,2022,2,ISABELA,SAN GUILLERMO,12,35,5,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,47.89397868,,,,,114
KIKO,2021,2,ISABELA,DIVILACAN,125,537,5,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,116
KIKO,2021,2,ISABELA,MACONACON,97,265,8,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,51.43999769,,,,,116
MARING,2021,2,ISABELA,DIVILACAN,16,62,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,118
MAYMAY,2022,2,ISABELA,PALANAN,7,32,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,93.85760288,,,,,54
PAENG,2022,2,ISABELA,ALICIA,3816,13599,34,0,0,0,0,0,0,2273,1538941.5,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'SLEEPING KIT']",CASIGURAN,AURORA,75.64826582,,,,,124.7
PAENG,2022,2,ISABELA,ANGADANAN,4395,14562,39,0,0,0,0,0,0,88,44176,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,65.35277,,,,,124.7
PAENG,2022,2,ISABELA,AURORA,214,713,9,0,0,0,0,0,0,414,394178,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",TUGUEGARAO,CAGAYAN,70.83150607,,,,,124.7
PAENG,2022,2,ISABELA,BENITO SOLIVEN,893,3195,5,0,0,0,0,0,0,98,49196,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,70.81978189,,,,,124.7
PAENG,2022,2,ISABELA,BURGOS,9,9,1,0,0,0,0,0,0,1,502,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,62.51088232,,,,,124.7
PAENG,2022,2,ISABELA,CABAGAN,4136,20680,15,0,0,0,0,0,0,1084,689793,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,29.63713485,,,,,124.7
PAENG,2022,2,ISABELA,CABATUAN,225,718,8,0,0,0,0,0,0,945,799490,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",TUGUEGARAO,CAGAYAN,75.43038481,,,,,124.7
PAENG,2022,2,ISABELA,CAUAYAN CITY,3318,10452,36,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,76.77999009,,,,,124.7
PAENG,2022,2,ISABELA,CORDON,1076,1076,23,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,83.23399024,,,,,124.7
PAENG,2022,2,ISABELA,DELFIN ALBANO,413,1103,13,0,0,0,0,0,0,1529,829832,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,38.67122442,,,,,124.7
PAENG,2022,2,ISABELA,DIVILACAN,156,618,9,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,59.89487868,,,,,124.7
PAENG,2022,2,ISABELA,ECHAGUE,60,239,4,0,0,0,0,0,0,1000,558000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,49.7194589,,,,,124.7
PAENG,2022,2,ISABELA,GAMU,50,167,5,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,60.97551906,,,,,124.7
PAENG,2022,2,ISABELA,ILAGAN CITY,6307,21700,32,0,0,0,0,0,0,200,2239444,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,58.76266111,,,,,124.7
PAENG,2022,2,ISABELA,JONES,30,86,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,47.70028386,,,,,124.7
PAENG,2022,2,ISABELA,LUNA,98,333,4,0,0,0,0,0,0,290,264637.5,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",TUGUEGARAO,CAGAYAN,70.71601041,,,,,124.7
PAENG,2022,2,ISABELA,MACONACON,3,14,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,51.43999769,,,,,124.7
PAENG,2022,2,ISABELA,NAGUILIAN,200,200,5,0,0,0,0,7,7,200,135600,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,70.33303052,,,,,124.7
PAENG,2022,2,ISABELA,PALANAN,18,148,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,93.85760288,,,,,124.7
PAENG,2022,2,ISABELA,QUIRINO,73,233,2,0,0,0,0,0,0,104,376237.6,"['FAMILY FOOD PACK', 'MEGAPHONE']","['FAMILY FOOD PACK', 'LOGISTICAL SUPPORT']",TUGUEGARAO,CAGAYAN,50.53742316,,,,,124.7
PAENG,2022,2,ISABELA,RAMON,27,27,7,0,0,0,0,1,1,0,0,,,CASIGURAN,AURORA,85.95118407,,,,,124.7
PAENG,2022,2,ISABELA,REINA MERCEDES,76,76,11,0,0,0,0,0,0,27,13824,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,67.91542977,,,,,124.7
PAENG,2022,2,ISABELA,ROXAS CITY,1079,3915,11,0,0,0,0,1,1,0,0,,,TUGUEGARAO,CAGAYAN,58.35059824,,,,,124.7
PAENG,2022,2,ISABELA,SAN AGUSTIN,19,61,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,37.50367927,,,,,124.7
PAENG,2022,2,ISABELA,SAN GUILLERMO,42,139,6,0,0,0,0,1,1,126,64512,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,47.89397868,,,,,124.7
PAENG,2022,2,ISABELA,SAN ISIDRO,214,658,8,0,0,0,0,0,0,632,676606,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",CASIGURAN,AURORA,73.5688751,,,,,124.7
PAENG,2022,2,ISABELA,SAN MANUEL,45,166,5,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,65.56667117,,,,,124.7
PAENG,2022,2,ISABELA,SAN MARIANO,19,102,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,66.0965385,,,,,124.7
PAENG,2022,2,ISABELA,SAN MATEO,1368,5263,8,0,0,0,0,0,0,1302,1240477.1,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MEGAPHONE', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'LOGISTICAL SUPPORT', 'SLEEPING KIT']",TUGUEGARAO,CAGAYAN,83.27877929,,,,,124.7
PAENG,2022,2,ISABELA,SAN PABLO CITY,1726,6031,7,0,0,0,0,0,0,1394,697000,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",TUGUEGARAO,CAGAYAN,33.59003943,,,,,124.7
PAENG,2022,2,ISABELA,SANTA MARIA,1902,7649,11,0,0,0,0,0,0,1077,1053416.6,"['FAMILY FOOD PACK', 'FINANCIAL', 'TARPAULIN']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,15.48389659,,,,,124.7
PAENG,2022,2,ISABELA,SANTIAGO CITY,3084,11533,22,0,0,0,0,0,0,2700,1246500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,82.68154488,,,,,124.7
PAENG,2022,2,ISABELA,SANTO TOMAS,9452,29553,27,0,0,0,0,0,0,5902,3521558.6,"['FAMILY FOOD PACK', 'MEGAPHONE', 'TARPAULIN']","['FAMILY FOOD PACK', 'LOGISTICAL SUPPORT', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,27.56526529,,,,,124.7
PAENG,2022,2,ISABELA,TUMAUINI,8672,43346,20,0,0,0,0,0,0,1222,657400,"['BOTTLED WATER', 'FAMILY FOOD PACK']",['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,42.1145487,,,,,124.7
PEPITO,2020,2,ISABELA,AURORA,7,26,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,70.83150607,,,,,80
PEPITO,2020,2,ISABELA,BENITO SOLIVEN,4,11,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,70.81978189,,,,,80
PEPITO,2020,2,ISABELA,CABATUAN,6,16,3,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,75.43038481,,,,,80
PEPITO,2020,2,ISABELA,CORDON,1,2,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,83.23399024,,,,,80
PEPITO,2020,2,ISABELA,DINAPIGUE,63,213,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,45.628028,,,,,80
PEPITO,2020,2,ISABELA,ILAGAN CITY,42,139,5,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,58.76266111,,,,,80
PEPITO,2020,2,ISABELA,JONES,15,52,2,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,47.70028386,,,,,80
PEPITO,2020,2,ISABELA,MACONACON,218,684,8,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,51.43999769,,,,,80
PEPITO,2020,2,ISABELA,SAN GUILLERMO,76,262,10,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,47.89397868,,,,,80
PEPITO,2020,2,ISABELA,SAN ISIDRO,23,99,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,73.5688751,,,,,80
PEPITO,2020,2,ISABELA,SAN MARIANO,31,138,3,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,66.0965385,,,,,80
PEPITO,2020,2,ISABELA,SANTIAGO CITY,104,460,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,82.68154488,,,,,80
QUINTA,2020,2,ISABELA,AURORA,4,23,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,70.83150607,,,,,71
QUINTA,2020,2,ISABELA,SAN ISIDRO,23,99,1,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,73.5688751,,,,,71
ROLLY,2020,2,ISABELA,DINAPIGUE,41,146,2,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,45.628028,,,,,122
AMBO,2020,2,NUEVA VIZCAYA,QUEZON,24,102,2,0,0,0,0,0,0,0,0,,,BALER,AURORA,84.11312444,,,,,198
FLORITA,2022,2,NUEVA VIZCAYA,QUEZON,3,10,1,0,0,0,0,0,0,0,0,,,BALER,AURORA,84.11312444,,,,,74
KARDING,2022,2,NUEVA VIZCAYA,ALFONSO CASTANEDA,149,484,4,0,0,0,0,0,0,8,4016,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,30.2489553,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,AMBAGUIO,13,42,2,0,0,0,0,0,0,0,0,,,BALER,AURORA,103.7234265,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,ARITAO,33,110,6,0,0,0,0,0,0,0,0,,,BALER,AURORA,78.18944374,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,BAGABAG,31,89,2,0,0,0,0,0,0,28,14336,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,96.63924135,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,BAMBANG,13,43,3,0,0,0,0,0,0,0,0,,,BALER,AURORA,84.85134637,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,BAYOMBONG,24,89,4,0,0,0,0,0,0,0,0,,,BALER,AURORA,91.96844018,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,DIADI,26,77,4,0,0,0,0,0,0,13,6656,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,90.17954598,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,DUPAX DEL NORTE,17,50,4,0,0,0,0,0,0,17,8704,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,60.61710195,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,KASIBU,2,8,2,0,0,0,0,0,0,0,0,,,BALER,AURORA,71.12562604,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,QUEZON,29,115,3,0,0,0,0,0,0,0,0,,,BALER,AURORA,84.11312444,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,SANTA FE,7,28,3,0,0,0,0,0,0,0,0,,,CABANATUAN,NUEVA ECIJA,76.86527431,,,,,114
KARDING,2022,2,NUEVA VIZCAYA,SOLANO,17,50,1,0,0,0,0,0,0,26,12480,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,95.01118716,,,,,114
MARING,2021,2,NUEVA VIZCAYA,AMBAGUIO,4,22,3,0,0,0,0,4,4,0,0,,,BALER,AURORA,103.7234265,,,,,118
MARING,2021,2,NUEVA VIZCAYA,ARITAO,2,6,1,0,0,0,0,0,0,0,0,,,BALER,AURORA,78.18944374,,,,,118
MARING,2021,2,NUEVA VIZCAYA,BAYOMBONG,10,68,6,0,0,0,2,8,10,0,0,,,BALER,AURORA,91.96844018,,,,,118
MARING,2021,2,NUEVA VIZCAYA,KAYAPA,12,45,5,0,0,0,0,12,12,0,0,,,BALER,AURORA,99.64168173,,,,,118
MARING,2021,2,NUEVA VIZCAYA,QUEZON,7,31,2,0,0,0,0,0,0,0,0,,,BALER,AURORA,84.11312444,,,,,118
MARING,2021,2,NUEVA VIZCAYA,SOLANO,2,8,3,0,0,0,1,2,3,0,0,,,BALER,AURORA,95.01118716,,,,,118
OFEL,2020,2,NUEVA VIZCAYA,ALFONSO CASTANEDA,0,1,1,0,0,0,0,0,0,0,0,,,BALER,AURORA,30.2489553,,,,,61
PAENG,2022,2,NUEVA VIZCAYA,ALFONSO CASTANEDA,101,405,3,0,0,0,0,5,5,101,50702,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,30.2489553,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,AMBAGUIO,55,195,8,0,0,0,0,19,19,0,0,,,BALER,AURORA,103.7234265,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,ARITAO,38,142,4,1,1,1,0,0,0,0,0,,,BALER,AURORA,78.18944374,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,BAGABAG,245,826,9,0,0,0,0,0,0,0,0,,,CASIGURAN,AURORA,96.63924135,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,BAMBANG,56,187,8,0,0,0,0,0,0,69,34638,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,84.85134637,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,BAYOMBONG,497,1782,10,0,0,0,0,0,0,0,0,,,BALER,AURORA,91.96844018,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,DIADI,20,79,6,0,0,0,0,2,2,17,8704,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CASIGURAN,AURORA,90.17954598,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,DUPAX DEL NORTE,3,28,3,0,0,0,0,0,0,12,2560,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BALER,AURORA,60.61710195,,,,,124.7
PAENG,2022,2,NUEVA VIZCAYA,DUPAX DEL SUR,3,3,1,0,0,0,0,0,0,0,0,,,BALER,AURORA,56.24651369,,,,,124.7
